목목목,木木木,(종격사주 길/일반사주 흉),두뇌가 총명하고 참을성이 있어 성공 운이 순조롭다. 바라는 일들이 성공하고 발전하며 뜻대로 이루어지는 운이다. 가정이 화목하고 자녀의 덕이 있으니 행복한 가정을 갖겠다. 심신이 건강하여 장수의 복(福)을 누린다. 안팎으로 행복을 누리겠다.
목목화,木木火,(길),마음이 침착하고 세심하다. 머리 또한 총명하여 하는 일마다 성공하고 발전한다. 이름을 널리 알려 많은 이들이 우러러보고 따르게 한다. 부귀영화(富貴榮華)를 자손에게까지 이어지게 한다. 형제간에 우애가 있다. 가정이 화목하고 안락하다. 남녀 모두 연인 운 부부 운이 매우 좋다.
목목토,木木土,(길),마음이 강하고 자립성이 강하다. 하고자 하는 일이 바라는 대로 순조롭다. 사회의 신용과 덕망 속에 성공 발전하게 된다. 주위의 사람과 좋은 인간관계를 가진다. 부러워 할 것이 없는 만사형통(萬事亨通)의 운을 가졌다. 가정적이며 부모의 운세도 평탄하다. 자녀 또한 복(福)이 많으니 가정이 화목하다.
목목금,木木金,(흉),마음은 온순하고 정직하다. 의리를 중요시 여기고 남에게 친절을 베푼다. 그러나 성공 운이 적다. 어느 정도의 성공을 하더라도 생각지 못한 화를 당하게 된다. 어떤 일을 하더라도 안정된 생활을 하지 못한다. 인덕(人德)이 없어 다른 사람들에게 피해를 당하며 구설수가 많고 평안한 생활이 없다. 가정 운도 좋지 못하니 부부간에 불화가 계속되고 자녀 운도 없어 생 이별수가 있다. 자녀의 효가 없다. 어려운 생활에 건강까지 염려된다. 폐 기관지 간장 신경성 질환에 유의해야 한다
목목수,木木水,(길),착실하고 이해력이 풍부하다. 어떤 일이든 매사 열성적으로 노력을 아끼지 않는다. 가정은 원만하고 자녀가 효도 한다. 운기가 좋아 주위의 도움으로 지속적이지는 못하지만 일시적으로 성공하고 발전한다. 모든 일이 대길할 운이 있다. 그러나 너무 자만심에 빠지지 말아야겠다. 불화가 생길 위험이 있다. 병환도 염려되니 건강에 유의해야겠다.
목화목,木火木,(길),인덕(人德)이 많다. 윗사람과 아랫사람에게 도움을 받고 존경도 받으니 순조롭게 성공한다. 지위와 재산이 늘어나게 된다. 모든 일이 형통(亨通)하는 대길(大吉)할 운이다. 가정 운도 좋으니 부부가 화목하고 자녀 또한 효성이 지극하다. 이름을 널리 떨치게 되어 만인의 부러움을 사게 된다. 몸도 건강하여 장수의 복도 있다. 가정까지 평안하니 행복을 누리게 될 운이다.
목화화,木火火,(흉),성격이 급하고 인내력이 부족하다. 그러나 진취성이 있고 윗사람의 도움으로 성공할 수 있다. 단 지나친 욕심은 버려야 한다. 인내심이 부족하여 실패수가 많고 곤경에 빠지기 쉬우며 가정에 불화가 생길 수 있다. 그러나 조심하면 행복한 생활을 누리게 된다. 길(吉)과 흉(凶)이 반반이다. 부부간에 애정이 있고 자녀도 행복하니 가정이 원만하다. 심장과 신경계 질환에 주의해야 한다.
목화토,木火土,(길),마음이 여리고 감수성이 강하다. 의리가 있고 친절하며 사교성이 풍부하여 대인 관계가 원만하다. 부모와 윗사람의 도움으로 순조롭게 성공한다. 하려는 일이 크게 성공하여 이름을 널리 알리게 된다. 부부 운이 좋으며 자녀 복 또한 있으니 자녀가 효도 한다. 안팎으로 활기가 충만하고 대길(大吉)할 운이다. 심신이 건강하여 장수한다. 대복(大福)을 누리게 된다.
목화금,木火金,(흉),기량이 뛰어 나고 머리 회전이 빠른 특성을 갖고 있다. 그러나 변화가 심하여 안정이 없다. 기초가 불안하여 일시적인 성공은 있으나 내적으로 항상 불안하다. 노력을 하지만 대가가 없고 실패만 거듭 된다. 가정 또한 불화가 심하다. 이별수가 있고 자녀가 불행하며 아랫사람과도 좋지 못하다. 건강도 좋지 않으니 신경계통 호흡기병 뇌병(腦病)을 조심해야 한다. 운전하는 사람은 교통 사고를 항상 조심 해야겠다.
목화수,木火水,(흉),성격이 까다롭고 대인 관계가 원만치 못하다. 성공을 하더라도 일시적인 성공뿐이다. 성공이 지속되지 못하며 금전적 정신적으로 막힘이 많다. 기초 운이 좋지 않다. 윗사람의 혜택은 있지만 끝이 좋지 못하다. 학생의 경우 학업에 열중하지 않는 운이다. 건강 운도 나쁜 운이다. 심장병 동맥경화증 급성 관절염 등을 조심 해야겠다. 생각지 못한 재화로 어려움이 많을 운이다.
목토목,木土木,(흉),호기심이 많은 성격이지만 과단성이 약하고 의지가 약하다. 불평과 불만이 많으며 끈기가 약하여 어떤 일이든 오랫동안 있지 못한다. 이리 저리 자주 이동하니 불안정한 생활을 하고 모든 일에 안정이 없다. 부모 운도 없고 형제 운도 없다. 자녀 운 또한 없으니 고독하고 외로운 운이다. 건강도 좋지 않으니 위장 질환 신경통 신경쇠약 등을 조심 해야겠다.
목토화,木土火,(흉),마음이 온유하고 인내심이 강하여 어느 정도의 성공은 있다. 불평과 불만이 많아 화가 따릅니다. 성명 각격(各格)의 수리가 불길하면 재액을 면치 못하게 된다. 부모와 형제의 덕이 없어 고독하지만 가정은 원만하다. 자녀의 효심이 지극하다. 건강상 위장병이나 호흡기 고혈압에 주의 해야겠다.
목토토,木土土,(흉),마음이 온유하고 신중하여 다른 일에 빨리 동요되는 일이 없는 성격이다. 그러나 내적으로 불평과 불만이 많고 자신의 주장을 펴지 못하는 점이 있다. 크게 성공하기는 어렵고 한때 성공하더라도 실패가 따르게 된다. 부모 형제의 덕도 없고 가정이 화목하지 못하다. 중년부터는 나아지니 자녀의 덕으로 말년에는 복을 얻게 된다. 말년에 위장병이 염려된다.
목토금,木土金,(흉),고집이 강한 성격에 활동적이지 못하고 실천력이 부족하다. 또한 소극적인 면이 있어 대인 관계가 좋지 못하다. 꼼꼼한 점이 있어 일을 잘 하지만 운이 나쁘니 모든 하는 일에 장애가 따릅니다. 불평과 불만이 많으니 큰 발전이 없다. 뜻대로 되는 일이 없다. 부모나 형제 덕 또한 없다. 몸도 나빠질 운이다. 건강에 주의 해야겠다.
목토수,木土水,(흉),보수적인 성격이고 의지가 약하다. 대인 관계가 원만하지 못하여 사교성이 부족하다. 하는 일에 불평과 불만이 많으며 노력을 해도 뜻밖의 재난을 자주 당하여 성공과 발전은 기대하기 어렵다. 일마다 실패 수이다. 부모의 덕이 없고 부부의 정도 없으니 가정이 화목하지 못하다. 특히 여자는 결혼을 실패하거나 재취로 가는 운이 있다. 결혼을 늦게 하고 결혼 후에도 사회 활동을 하는 것이 좋겠다. 건강 운도 나쁘다. 위장병 심장 계통의 질환을 조심 해야겠다.
목금목,木金木,(흉),고집이 세고 대인 관계가 원만하지 못한 성격을 갖고 있다. 자립성 또한 약하다. 모든 일이 안정하지 못하고 곤란함이 많겠다. 재난이 많이 닥칠 운이다. 가정 운도 좋지 않다. 괴로움이 많고 금전으로도 고생을 하니 심신이 안정을 얻지 못하고 건강을 해치게 된다. 남녀 모두 건강을 조심 해야겠다. 특히 운전자는 교통 사고를 조심하고 폐 질환이나 신경계통 질환을 주의하는 것이 좋겠다. 생각하지 못한 돌발 사고를 당할 수 있으니 항상 주의 해야겠다.
목금화,木金火,(흉),기초 운이 튼튼하지 못하고 부족하다. 모든 하는 일이 기초 운이 부족하여 처음은 잘 되더라도 끝에 가서는 결실을 맺지 못하고 무너지게 된다. 아무리 노력 해도 끝이 보이지 않고 재난이 계속된다. 따라서 발전이 없겠다. 직업이나 집을 자주 이동하게 되어 생활이 안정치 못하다. 부모 형제와도 좋지 못하고 자녀도 효도하지 못한다. 금전으로도 안정을 찾을 수 없으니 일생 동안 많은 시련을 겪게 될 것이다. 말년에는 더욱 흉(凶)이 겹칠 것이니 외상 화상 신경통 신경 질환 폐질환 등의 병에 주의 해야겠다.
목금토,木金土,(흉),생활이 안정적이라 조금이나마 성공할 수도 있겠으나 성공 운이 계속 따르지 않다. 그러니 더 이상의 발전이 없다. 인덕(人德)이 없고 건강이 좋지 못한다. 난치의 병에 걸려 고생할 운이다. 가정적으로는 조금은 화목할 운이 있다. 자녀가 효도 한다. 건강상으로는 돌발 사고를 주의 해야겠다.
목금금,木金金,(흉),재지(才智)가 뛰어 나지만 인덕(人德)이 없다. 따라서 대인 관계가 원만하지 못하다. 남을 도와 주더라도 도리어 시비와 구설이 따르는 운이다. 재난이 따르니 금전적으로도 안정을 찾지 못한다. 가정 운도 좋지 않으니 가정 파란의 액이 있다. 안팎으로 액난(厄難)이 겹쳤다. 학생은 학업에 열중할 운이 없다. 운전자는 교통 사고를 조심 해야겠다. 위장병 심장병 신경통 신경과민 혈압 간 장애 등의 병 액으로 고생하기 쉬우니 건강에 신경 써야 한다.
목금수,木金水,(흉),정확하고 끈기 있는 성격을 갖고 있다. 그러나 기초가 약하고 성공 운이 없다. 열심히 노력하여도 보람은 없고 결과가 바라는 대로 되지 않다. 겉보기에 발전하는 것 같으면서 곧 결과가 나쁘고 실속이 없다. 마음에 고민이 많이 생기고 불안하다. 자식복도 없으니 고생이 심하다. 거기에 급난(急難)을 당하기 쉬운 운이다. 운이 매우 좋지 않다. 건강으로는 심장병을 조심 해야겠다.
목수목,木水木,(길),온순하고 정직한 성격이다. 웃어른에게 예의 바르고 아랫사람을 잘 돌보니 주변 사람들의 신망을 얻어 성공하게 된다. 하는 일이 순조롭게 발전한다. 두뇌가 총명하고 판단이 빠르니 정치나 스포츠계로 나가면 크게 성공할 수 있다. 여자는 알뜰한 성격에 내조력이 뛰어 납니다. 사랑 받는 아내가 될 것이다. 가정 운이 좋다. 부부가 화목하고 자손이 창성(昌成)한다. 건강 운도 원만하나 폐질환 신장병 관절염 위장 장애 등은 유의해야 한다.
목수화,木水火,(흉),성격이 신경질적이고 깐깐하며 끈기가 없다. 부모와 형제의 덕이 없으니 기초가 불안하다. 돌발적인 재액(災厄)이나 재난(災難)을 당하게 된다. 파란 곡절이 많은 삶이다. 아무리 노력해도 금전은 모이지 않고 집이나 직업에 변화가 많다. 일시적으로 성공이 있다. 그러나 기초 운이 불안하기 때문에 큰 발전 없다. 허무한 결과만 있을 뿐이다. 가정 운도 좋지 못하다. 부부가 이별하게 되고 자녀와의 불화(不和)를 만든다. 건강 운 또한 나쁘니 심장병 신경성 질환 순환기 질환으로 고통을 당하게 되는 운이다. 급사할 위험도 있다. 항상 건강에 신경을 써야겠다.
목수토,木水土,(길),인내심이 약한 성격과 원만하지 못한 성품을 가졌다. 불안정한 상태로 겉으로는 안정적이고 평탄해 보이지만 안으로는 온갖 근심과 불안에 시달리게 된다. 따라서 기반이 불안정하여 성공과 발전은 일시적이고 막심한 고생을 한다. 가정 운도 좋다고 할 수 없다. 부모 형제와 화합하지 못하고 이별하게 된다. 부부 사이 또한 애정이 없고 화합하지 못하니 이별 운이 있다. 건강 운 또한 좋을 리 없다. 심장 신장 질환으로 고생할 운이다. 어린이는 교통사고 위험이 있으니 특히 신경 쓰도록 해야 겠다.
목수금,木水金,(길),마음이 착하고 바른 사고방식을 갖고 있다. 부모와 형제의 덕을 보게 되니 기초 운이 안정되고 튼튼하다. 금전 운이 좋다. 노력하면 재물과 명예를 함께 얻게 되어 안락한 생활을 하게 된다. 성명의 각격(各格)의 수리가 나쁘면 고난이 많고 일이 잘 안 풀리게 된다. 그러나 수리가 양호하면 크게 성공한다. 애정 운 또한 길하다. 결혼 후 부부간에 화목하다.
목수수,木水水,(흉),성격이 이기적이고 인색하다. 머리가 영리하여 잠깐 동안의 성공은 있지만 곧 실패하게 된다. 뜻하는 대로 일이 이루어지지 않고 평안한 생활이 될 수 없으며 불행해지기 쉽다. 집안과 직업이 불안하다. 가정 운이 길하지 못하고 불행하다. 사소한 일이 자주 생기고 부부간에 언쟁이 높아지게 된다. 인덕(人德)도 없어 대인 관계도 좋지 않다. 성명 각격(各格)중 수리가 길수(吉數)로 되어 있으면 판단력이 있고 어떤 일이든 잘 처리한다. 집 안팎으로 번창하는 운이다. 가정 운도 좋고 자금 운도 좋다. 그러나 불길한 수가 있는 사람은 좋지 못하여 위장 계통의 질환이나 신경 질환으로 고생할 운이다. 병 액이나 급 흉을 당하고 단명 하는 수이다. 
화목목,火木木,(길),부모의 덕이 있고 기초가 안전하며 튼튼하다. 주위 사람으로부터 신망을 얻게 된다. 귀인의 도움으로 하는 일마다 발전하고 성공한다. 가정 운도 길하다. 부부가 화합하고 자녀가 효도 한다. 여성은 인간관계가 원만하고 학생은 학업 운이 길하다. 문인 정치인 외교관의 직업을 가지면 크게 성공할 수 있다. 건강 운도 나쁘지 않아 신장 계통이나 혈압만 조심하면 장수를 누립니다.
화목화,火木火,(길),머리가 명석하고 예의 밝다. 의기가 충만하여 성공 운이 순조롭다. 성실하게 노력하면 뜻한 바를 쉽게 얻을 수 있다. 가정 운은 길(吉)하다. 큰 재난 없이 평안하고 부귀를 누리게 된다. 친척이 화목하고 행복한 가정을 이루게 된다. 건강 운도 좋아 장수한다.
화목토,火木土,(길),성격이 활동적이고 대인 관계가 원만하다. 성공 발달하여 부귀를 누리게 된다. 가정 운이 매우 좋다. 부부가 화목하고 자녀가 효도 한다. 자손이 창성(昌盛)하여 호화로운 생활을 누립니다. 이성(異性)으로 인한 재난이 있을 지 모르니 주의가 요구 된다. 이점만 주의하면 대길(大吉)할 운수이다. 건강 운도 좋으니 간장 계통의 질환만 조심하면 장수하게 된다.
화목금,火木金,(흉),신경이 예민하고 박력이 약하다. 집과 직업의 변동이 빈번하다. 주위 환경이 자주 변하여 안정된 생활이 어렵다. 매사 시작은 좋으나 결과가 좋지 못하여 성공하기 어렵다. 일시적인 성공이 있더라도 급변을 당하여 고생하게 된다. 가정 운도 좋지 않아 가정 불화가 염려 된다. 자녀 덕도 없다. 성명 각격(各格)중 수리가 흉하면 병난으로 고생하게 된다. 폐질환 간 기능 약화 심장 질환에 유의 해야겠다.
화목수,火木水,(길),외유내강(外柔內剛)한 성격이다. 노력을 많이 하고 인내심이 강하다. 근면하고 성실한 면도 있다. 활동력도 강하고 추진력 또한 왕성하다. 따라서 순조롭게 성공하고 발전한다. 특히 관운(官運)이 매우 좋아 학술이나 기능 방면이 길하다. 명예를 얻을 수 있고 사회적으로 인정도 받게 된다. 재산과 지위의 부를 누리게 된다. 가정 운도 있으니 여자는 내조를 잘하는 부인이며 자손 덕을 크게 본다. 건강도 나쁘지 않다. 신장 질환만 주의 하면 장수하게 된다.
화화목,火火木,(길),신용 있고 합리적인 사고 방식을 갖고 있으며 대인 관계가 원만하다. 기초 운도 튼튼하다. 다른 사람의 도움을 받아 크게 성공하고 발전한다. 동업도 길하다. 운세가 순조로우니 뜻한 바를 어렵지 않게 얻을 수 있다. 가정 운도 길하다. 부부 운이 좋으니 다정하고 화목하다. 여자는 현모양처(賢母良妻)이다. 자손 또한 효도하니 평안(平安)한 생활을 누립니다. 건강도 좋아 장수 하게 된다.
화화화,火火火,(흉),용맹스럽고 열정적인 성격을 가졌다. 그러나 인내심이 약하고 끈기가 없는 조급한 면이 있다. 일을 해도 지구력이 약하니 노력한 만큼의 결과를 얻지 못하고 실패를 면치 못한다. 경솔하여 많은 재난을 당하게 되는 운이다. 가정 운까지 약하니 부부 사이가 화목하지 못하고 자손도 불길하다. 삼장 질환 협압성 질환에 유의해야 겠다. 건강이 좋지 못해 고생하다 단명할까 염려 된다. 그러나 성명 각격(各格)중 수리가 모두 길수(吉數)로 되어 있으면 평범한 삶을 살게 된다.
화화토,火火土,(길),마음이 건전하고 온화한 성격이다. 사교성이 풍부하여 대인 관계가 좋다. 매사 순조롭고 출세하는 운으로 외면으로는 길조로 보이다. 꾀하는 일마다 발전적이며 가정이 화목하다. 그러나 내면에 간간이 곤란이 따르게 된다. 성명 수리가 길하면 식(食)복이 있어 편안하고 안전하게 지낸다. 수리가 흉(凶)하면 재난과 병 난을 당하게 된다. 위장 장애를 주의해야 한다.
화화금,火火金,(흉),성격이 급하고 허영심이 많다. 부모와 형제의 덕이 없다. 어떤 일이든 노력하지만 실패를 면치 못하고 성공 하기 어렵다. 금전 운 또한 없고 인덕(人德)도 없다. 어려움이 많을 운이다. 가정 운도 좋지 못하다. 부부간에 이별수가 있고 가정 불화가 생길 운이다. 안팎으로 불안이 계속 된다. 건강 운도 있을 리 없으니 스트레스로 인한 노이로제 심장 질환에 유의 해야겠다.
화화수,火火水,(흉),신경이 예민하고 소심한 편이다. 신경질적이고 경솔하여 기회를 놓치기 쉽다. 일시적인 성공은 있으나 불의의 재난이 계속 따릅니다. 성공과 발전은 어렵겠다. 가정 운이 없다. 부부 사이에 불화가 끊이지 않다. 이별 수까지 있다. 건강도 좋지 않다. 특히 심장 질환 신경 질환에 유의해야 한다.
화토목,火土木,(흉),성격이 온유하고 단정한 용모를 지녔다. 대인 관계가 완만하여 윗사람의 도움으로 일시적인 성공을 누립니다. 그러나 오래 가지 못한다. 생활이 안정하지 못하고 변화가 많다. 집이나 직업을 자주 이동하게 된다. 가정 운도 좋지 않다. 가족이 서로의 의견 대립으로 인한 불화가 생기는 운수이다. 건강상 위장병 신경성 질환으로 고생할 수 있으니 주의 해야 한다.
화토화,火土火,(길),온후한 성품을 지녔으며 이해심이 넓고 친절하다. 기초 운이 튼튼하다. 따라서 조상과 윗사람의 도움으로 순조롭게 성공하고 크게 발전 하겠다. 가정 운도 길(吉)하다. 부부 사이가 화목하고 자손이 영창(榮昌)하는 행복한 운이다. 여자는 남편 덕이 있으며 현모양처(賢母良妻)이다. 심신 또한 건강하니 장수를 누린다.
화토토,火土土,(길),노력하는 사람으로 예의 바르다. 대인 관계가 원만하고 신의(信義)를 얻게 된다. 웃어른이나 조상의 덕으로 순조롭게 성공하게 된다. 가정 운이 좋다. 부부의 정이 좋으니 백년해로(百年偕老) 하게 된다. 가정이 화목하고 행복하게 될 운이다. 안팎으로 순조로운 발전과 성공할 운이 유도 된다. 건강상 심장 질환에 조금만 주의 하면 장수 하겠다.
화토금,火土金,(길),예의 있고 신용도 있어 대인 관계가 원만하다. 윗사람의 도움으로 순조롭게 뜻한 바를 이루게 된다. 재물과 명성을 얻을 운이다. 가정 운도 좋다. 부부 운이 좋아 백년해로(百年偕老)하고 자식복도 있다. 그러나 성명 각격(各格) 수리가 흉(凶)하면 가도가 불안하게 된다. 가족과 이별수가 있게 된다. 수리가 길(吉)하면 면액 된다. 건강은 심폐기능 복부 병에 걸릴 염려가 있으니 주의 해야겠다.
화토수,火土水,(흉),지혜가 뛰어 나지만 인정이 없다. 금전 운이 약하여 노력한 만큼 얻지 못한다. 웃어른이나 선조의 도움으로 잠시 성공할 수 있지만 의외의 재난으로 실패를 거듭하게 된다. 성공했던 사업도 실패하여 불행하기 쉬운 운이다. 가정 운이 좋지 못한다. 부부 사이가 화목하지 못하고 이별수가 있다. 가정적으로 행복하지 못하고 수십이 많다. 건강은 소화 질환 신장 질환에 유의 해야 겠다.
화금목,火金木,(흉),신경이 예민하고 의심이 많다. 겉으로 안정하게 보이지만 내면에는 불안하고 변화가 심하다. 실속이 없고 속이 비어 있다. 기초가 튼튼하지 못하여 불안정하다. 집과 직업에 변동이 빈번하다. 가정 운도 없다. 부부 사이 별거하거나 이별하는 운으로 외롭고 고독하다. 건강상 신경계 질환 호흡기 계통의 질환에 걸릴 위험이 있다. 건강에 유의 하시기 바랍니다.
화금화,火金火,(흉),경솔하고 고집이 있다. 부모 형제의 덕이 없고 기초 운이 불안하여 성공하기 어렵다. 대인 관계가 원만하지 못하고 구설수가 생기게 된다. 금전 운이 없어 돈을 벌어도 모이지 않다. 고독과 파란이 따르는 운이다. 가정 운도 좋지 않다. 부부 사이에 갈등이 많고 가정이 화목하지 못하다. 건강상 폐환 신경통 외상 화상 급변 등에 의한 사고수가 있으니 유의 해야 한다. 성명 각격(各格)중 수리가 길(吉 )하다 하더라도 만년에는 불행하게 된다.
