목목목,木木木,입신출세격(立身出世格),매사가 순조롭고 성공이 따르니 향상 발전하고 뜻하는 바를 성취해 나간다. 부모형제와 화목하고 가정에 만복이 자래하니 자손 운과 재물 운이 순탄하다.
토토화,土土火,금상유문격(錦上有紋格),초년은 큰 어려움 없이 평탄한 삶을 살게 되고 생각지 않은 횡재가 있어 일확천금을 얻게된다. 부부가 유정하여 가정이 행복하고 자손에게까지 영화가 미치게 된다.
토토토,土土土,일경일고격(一慶一苦格),부모형제 유정(有情)하고 위기를 잘 모면하여 성공을 이룬다. 대인관계가 원만하여 주변으로부터 아낌없는 신망을 얻겠으나 기쁨과 슬픔이 반반이다.
토토금,土土金,고원회춘격(古園回春格),성공운이 순조롭고 매사가 평탄하니 전도가 양양하며 부귀와 명예를 얻게 된다. 사회적으로 신망을 얻고 대기만성(大器晩成)을 이루어 가정이 화평하고 부부가 해로한다.
토토수,土土水,사고무친격(四顧無親格),독단적인 경향이 강하고 인덕이 박하여 주변의 도움을 받을 길이 없다. 성공운이 희박하고 노력에 비해 대가가 적고 고독단신으로 방랑생활을 하게 된다.
토금목,土金木,봉학상익격(鳳鶴傷翼格),실속이 없어 하는 일마다 결말이 나쁘다. 어느 정도의 노력으로 성공을 이룰 수는 있지만 결국 수포로 돌아가게 되니 허망하다. 금전적인 고충이 일생을 따라 다닌다.
토금화,土金火,골육상쟁격(骨肉相爭格),부부의 불화로 인해 골육상쟁(骨肉相爭) 하니 일생 수심이 끊이지 않는다. 경제적인 고난 속에서 주거와 직업의 변화가 많고 늘 곤란한 일이 생기며 방탕한 배우자를 만난다.
토금토,土金土,일광춘풍격(日光春風格),일생동안 경사가 끊이지 않고 주변 사람들에게 두터운 신망을 받는다. 어떤 일을 하든지 귀인의 도움이 따르게 되고 순조로운 성공의 길을 걷고 대부대귀(大富大貴)하게 된다.
토금금,土金金,유곡회춘격(幽谷回春格),강인한 의지와 굳건한 정신력으로 하는 일마다 성공을 이룬다. 대인관계가 원만하고 상부상조가 잘 이루어지니 매사에 명망을 얻고 이름을 사해(四海)에 널리 알리게 된다.
토금수,土金水,금상유문격(錦上有紋格),적소성대하여 자수성가(自手成家)로 대업을 이루며 평생 영화롭게 지낸다. 기백이 넘치고 활동력이 왕성하니 사회적으로 출세를 한다. 부부가 백년해로하고 고귀한 자녀를 두게 된다.
토수목,土水木,노이무공격(勞而無功格),어떤 일을 하여도 뜻하는 바대로 성취하기 어렵고 금전적 고충이 끊이지 않는다. 인덕이 없으니 주변 사람들로 인해 피해를 당하고 부모형제와 떨어져 객지에서 고생이 심하다.
토수화,土水火,풍파절목격(風波折木格),뜻하지 않은 재난으로 일생이 황폐해 지니 금전적인 고통을 면하기 어렵다. 좋은 기회를 놓치고 망연자실(茫然自失)하니 허송세월을 보내게 된다.
토수토,土水土,패가망신격(敗家亡身格),결단력이 부족하니 기회를 놓치기 쉽다. 매사가 실속 없이 바쁘기만 하니 하는 일마다 용두사미(龍頭蛇尾)가 되어 버린다. 주거 변동과 직장관련 이직이 많으니 일생이 불안정하다.
토수금,土水金,사고무친격(四顧無親格),매사에 불평불만이 많고 초년 운이 불안정하여 하는 일마다 장애가 따른다. 금전적인 갈등이 심하고 심한 고통과 번민속에서 일생을 살게 되는 등 굴곡이 심하다.
토수수,土水水,일장춘몽격(一場春夢格),운세가 안정되지 못하고 매사가 변화무쌍(變化無雙)하니 성공과 실패가 매번 교차한다. 성공을 이루더라도 어렵게 이루게 되고 실패는 쉽게 다가오니 일생이 파란만장(波瀾萬丈)하다.
금목목,金木木,추풍낙엽격(秋風落葉格),외유내강하고 형제 무덕(無德) 하니 천신만고 끝에 성공을 이루더라도 곧 실패하게 되고 인내력이 부족하여 좋은 기회를 잡지 못한다. 부부간 의견충돌이 심하여 해로하기 힘들다.
금목화,金木火,한산공가격(寒山空家格),조실부모하니 초년운이 불길하고 속성속패(速成速敗)하니 겉은 화평하나 내면은 고독하고 슬프다. 하는 일마다 중도에 좌절이 많고 예기치 못한 재난을 당해 금전적 손실이 크다.
금목토,金木土,심신과로격(心身過勞格),성공과 실패의 기복이 심하니 심신이 불안정하여 근심·불안이 떠나지 않는다. 분주하게 일을 하지만 실속이 없고 가정 운마저 불길하니 가산이 줄고 부부간 충돌이 심하다.
금목금,金木金,유전실패격(流轉失敗格),의지력과 인내력이 약하여 심신이 불안정하다. 부모 형제 덕이 박하고 주거 변화가 많고 재물이 모이지 않으니 일생에 금전적인 고통이 끊이지 않는다.
금목수,金木水,고통난면격(苦痛難免格),매사가 불길하여 중도에 재난이 생긴다. 동분서주하나 실효를 거두지 못하니 잎만 무성한 격이다. 가족이 합심하여 근신하면 액을 면하고 대기만성을 이룰 수 있다.
금화목,金火木,욕구불만격(欲求不滿格),조실부모하여 부모덕이 없고 금전적인 고충이 일생을 따라다니므로 신변이 괴롭다. 중도에 실패가 잦고 질병으로 고생하고 사고를 당할 위협이 늘 있다.
금화화,金火火,병고신음격(病苦呻吟格),극단적인 성품으로 인해 주변과의 마찰이 심하다. 중도에 실패가 많고 실속 없는 일에 분주하니 매사가 허망하다. 부부사이에 언쟁이 끊이지 않고 불행하다.
금화토,金火土,입신양명격(立身揚名格),부모 형제가 화목하고 부부애가 각별하니 하는 일마다 순조롭고 재물이 불어나지만 예기치 않은 재앙으로 가산이 탕진하고 가정에 파란이 속출한다.
금화금,金火金,조기만패격(早期晩敗格),초년에는 부모덕으로 무난한 여생을 보내지만 중년부터 고생이 심하여 타향에서 고생하다가 객사하게 된다. 경제적인 고통이 끊이지 않고 배우자와도 불화가 심하다.
금화수,金火水,무주공산격(無主空山格),매사가 평탄하지 못하고 불행하니 부모 형제에 형액(刑厄)이 미치고 불구 자손을 얻어 수심이 그치지 않는다. 병약한 배우자를 만나거나 일생을 고독하게 보낸다.
금토목,金土木,평지풍파격(平地風波格),부모형제운이 박정하여 초년부터 고생이 심하고 매사 도로무공(徒勞無功)이다. 자존심이 강하고 매사 의욕적이나 운이 불안정하니 하는 일마다 성공을 이루기 어렵다.
금토화,金土火,고목봉춘격(枯木逢春格),고목이 봄을 맞이한 격이니 매사가 순탄하고 풍요로운 결실을 맺게 된다. 가정이 화목하고 부귀·안정을 누리니 사회적인 신망이 끊이지 않는다.
금토토,金土土,입신출세격(立身出世格),만인이 부러워 할 만큼 출세 가도를 달리니 순풍에 배를 몰고 가는 격이다. 건실한 배우자를 만나 재물을 쌓아 가고 말년까지 영화로운 삶을 살게 된다.
금토금,金土金,의외득재격(意外得財格),초년운이 매우 길하여 조기출세(早期出世)하고 순탄한 성공을 이루게 되고 뜻하지 않은 횡재를 만나 부귀영화를 누린다. 부부가 유정(有情)하고 건강하게 장수한다.
금토수,金土水,재변재난격(災變災難格),일생동안 재앙이 끊이지 않으니 성공과 실패가 반복되는 과정 속에서 하는 일마다 구설과 풍파가 잦다. 부부운과 자녀 운이 박복하니 말년이 고독하다.
금금목,金金木,평생병고격(平生病苦格),가정이 불화 하니 매사가 불길하고 뜻밖에 재난을 당하니 고초를 면하기 어렵다. 초년 부모 덕으로 인해 일시 편안하나 중년부터는 고생이 끊이지 않는다.
금금화,金金火,패가망신격(敗家亡身格),독단적인 면이 강하고 매사가 용두사미(龍頭蛇尾)격이다. 금전적인 갈등과 구설이 잦고 가정에 불화가 끊이지 않으니 자손덕이 박하고 부부가 이별한다.
금금토,金金土,대지대업격(大志大業格),천성이 결백하고 의지가 강하여 외교적인 능력이 있어 만인을 통솔해 나간다. 주변의 신망이 두텁고 부모형제가 화목하니 일생동안 부귀공명(富貴功名)이 따라 다닌다.
금금금,金金金,고독재난격(孤獨災難格),형액을 당하거나 재산을 탕진(蕩盡)당하고 병고에 신음을 하는 등 일생동안 불길한 일이 이어진다. 부부가 생리사별하고 육친(六親)이 무덕(無德)하니 초년부터 객지에서 고생을 한다.
금금수,金金水,발전향상격(發展向上格),천품이 강인하고 초년운이 튼튼하니 주변에 귀인의 도움으로 인해 출세가도를 달리고 사회적인 명성을 얻게 된다. 부부가 화락하고 영특한 자손을 얻게 된다.
금수목,金水木,발전성공격(發展成功格),성공운이 순조롭고 부모 형제가 화합하니 명성이 사해에 떨치게 된다. 평탄하게 성공하고 재수가 상승하니 출세가도를 달리게 된다.
금수화,金水火,선무공덕격(善無功德格),일을 도모하는데 있어 장애가 속출하고 상극·상쟁하게 되니 하는 일마다 공으로 돌아간다. 부부가 불합하고 노력에 대한 결실이 없어 경제적인 고통이 심하다.
금수토,金水土,불의재난격(不意災難格),일시 성공은 있겠으나 불의의 재화가 속출하여 가재를 탕진 당하고 경제가 어려워지니 금전적 갈등이 많다. 하는 일마다 끝맺음이 없으니 매사가 허탈하다.
금수금,金水金,부귀공명격(富貴功名格),성공이 순조롭고 만사가 형통하며 부모 형제가 화합하니 자손만대에 이르러 공명(功名)이 높다. 만인의 존경을 받으며 헌신적인 협조를 하는 일마다 대성하니 일생이 평탄하다.
금수수,金水水,발전평안격(發展平安格),인덕이 많아 주변 사람의 도움을 얻어 도모하는 일들이 성공을 이룬다. 부모형제가 상생하여 협조해 주니 안팎으로 평탄하다. 자손에 영화가 따르고 일생이 순탄하다.
수목목,水木木,만화방창격(萬化方暢格),성품이 온화하고 이해심이 깊으니 공명을 세우기 부족함이 없다. 부모형제와 더불어 화목하고 부부가 다정하니 자손 대에 이르기까지 부귀영화를 누린다.
수목화,水木火,입신출세격(立身出世格),판단력이 빠르고 기회 포착에 민감하니 성공운이 좋다. 사회적으로 출세를 하고 명예와 재물을 얻으니 부부가 화목하고 가운이 번창한다. 영리한 자손을 얻는다.
수목토,水木土,망망대해격(茫茫大海格),주변과 유대관계가 좋아 일시적인 성공은 이루겠으나 예기치 못하는 재앙을 만나 고초를 면하기 어렵다. 초년은 고생을 하지 않으나 결국 가산을 탕진하고 타향에서 객이 된다.
수목금,水木金,일길일흉격(一吉一凶格),부모형제 무덕(無德)하고 일생이 파란곡절(波瀾曲折)이다. 부부가 상별(相別)하니 재혼을 하게 되거나 속성속패하여 패가망신하니 금전적인 고통이 심하다.
수목수,水木水,청풍명월격(淸風明月格),천성이 강직하고 두뇌가 영달(榮達)하니 덕망 있는 성품을 지녔다. 매사가 초지일관(初志一貫)하여 한번 품은 뜻은 성사시켜 나가게 되므로 자립 대성한다.
수화목,水火木,병난신고격(病難辛苦格),초년운이 불길하니 조실부모(早失父母)하고 형제지간 무정하다. 부부사이에 자식이 없으니 일생 고독하고 생활의 안정이 어려워 금전적인 갈등이 끊이지 않는다.
수화화,水火火,일엽편주격(一葉片舟格),초년운이 튼튼하여 조기출세를 이룰 수 있으나 중년에는 실패가 잦고 하는 일마다 백전백패(百戰百敗)하니 매사에 실속이 없다. 부부싸움이 잦고 자식 덕이 박하다.
수화토,水火土,선빈후곤격(先貧後困格),일의 시작은 있겠으나 마무리되는 일이 없고 중도에 좌절을 많이 겪는다. 판단력이 미흡하고 기회 포착이 미숙하여 일을 그르치는 경우가 많이 생긴다.
수화금,水火金,심신파란격(心身波亂格),부모운이 박하고 형제와의 불화가 그치지 않으니 심신이 고달프다. 부부가 해로하기 어렵고 중년에는 사업에 실패를 하여 일생 금전적인 고초와 질병으로 시달린다.
수화수,水火水,선무공덕격(善無功德格),심신이 나약하여 도모하는 일들을 종잡을 수 없고 부산하다. 부모운이 박하고 부부가 무정하니 자식을 얻기 힘들고 일평생 질환으로 고생한다.
수토목,水土木,풍전등화격(風前燈火格),부모덕으로 초년에는 평안하게 지낼 수 있겠으나 매사가 허영에 차 있고 편견 된 마음으로 가득하기 때문에 초지일관하는 마음이 없다. 일생 실패가 연속적으로 따른다.
수토화,水土火,낙마실족격(落馬失足格),초년운이 불길하니 부모 형제가 객지 산재로 고독하고 자식이 있으나 무덕하니 평생 근심과 우환이 떠나질 않는다. 불안정과 재난이 겹쳐 주거환경 변화가 잦다.
수토토,水土土,강상풍파격(江上風波格),모든 일에 장애가 다르고 실속이 없으니 재물 손실이 심하다. 노력한 만큼의 대가를 바라기 어려우니 고생만 가중되는 격이다. 가정불화가 잦고 말년에는 고독하다.
수토금,水土金,선고후안격(先苦後安格),천부적인 재능은 있으나 매사 소극적이고 고지식하므로 결정적인 기회를 잘 놓친다. 초지일관하지 못하여 용두사미가 되며 중반부터는 경제적인 곤란이 심하다.
수토수,水土水,병난신고격(病難辛苦格),부모덕이 부족하여 초년에 고생이 심하고 성공운이 불안정하여 하는 일마다 장애와 고초가 따른다. 성공을 이루어도 곧바로 실패를 하게 되므로 일생동안 수심이 가득하다.
수금목,水金木,암야행인격(暗夜行人格),선천적으로 기초가 불안정하여 재앙을 피할 수 없는 명이다. 수리가 좋으면 큰 재앙은 모면 하겠지만 부모형제가 부덕하고 일생 질병으로 고통 당하고 단명 한다.
수금화,水金火,개화광풍격(開花狂風格),언행이 일치하지 못하고 자기 분수를 모르므로 성공을 이루기 어렵다. 실속 없이 금전적인 지출이 많아 경제적인 안정을 이루기 어렵고 일생이 적막하다.
수금토,水金土,발전성공격(發展成功格),활동적이며 친화력이 우수하니 주변으로부터 신망을 얻어 입신출세한다. 가정이 화목하여 부부가 유정(有情)하고 자녀가 호도를 다하니 일생 평탄한 삶을 살게 된다.
수금금,水金金,순풍순성격(順風順成格),도모하는 일마다 순조롭고 대성을 이룬다. 인품이 고귀하고 매사에 주도면밀하니 부모 형제와 부부가 안락하며 자손 대 까지 번창하며 부귀 장수한다.
수금수,水金水,어변용성격(魚變龍成格),학문에 발달을 크게 이루니 사회적인 지위와 명성을 얻어 입신양명의 길을 걷는다. 자손에게 영화가 있고 부귀영화(富貴榮華)가 따르니 후세까지 명성을 떨친다.
수수목,水水木,만경창화격(萬景暢花格),천성이 맑고 명랑하며 고집과 자존심이 강하므로 꾸준히 노력하면 성공과 발전을 이룰 수 있다. 주거와 직업이 안정되어 일생 큰 어려움 없이 무난한 삶을 보내게 된다.
수수화,水水火,고독단명격(孤獨短命格),일생 고난과 실패가 분분하니 질병으로 단명(短命)한다. 초년고생은 면할 길이 없으며 성공을 이루더라도 곧바로 실패를 하게 되니 일생이 편굴(偏屈)하다.
수수토,水水土,백모불성격(百謨不城格),치밀한 계획을 세우더라도 달성하지 못하는 등 매사에 중도 좌절하는 격이다. 병난과 신고로 패가망신하고 조실부모하여 항상 수심에 쌓이니 매사가 허망하다.
수수금,水水金,춘일방창격(春日芳暢格),결단력이 강하고 자수성가하여 대업을 이루니 부귀영화가 따른다. 가정이 화목하니 부부가 유정하고 자손에게 이르기까지 부귀영화가 가득하다.
수수수,水水水,평지풍파격(平地風波格),예상치 못한 일로 가산이 탕진(蕩盡) 당하고 의탁할 곳이 없으니 심신이 고달프다. 질병이나 실패로 인하여 부부사이에 불화가 따르니 일생이 굴곡(屈曲)이 심하고 고독하다.